id,pair,direction,content_class,style_class,content_id,style_id,content_file,style_file,candidate_file,accept,reason
p2_d1_09,2,1,truck,car,7047,4065,p2_d1_09_content.png,p2_d1_09_style.png,p2_d1_09_candidate.png,yes,
p2_d1_10,2,1,truck,car,7752,6426,p2_d1_10_content.png,p2_d1_10_style.png,p2_d1_10_candidate.png,yes,
p2_d1_11,2,1,truck,car,191,3067,p2_d1_11_content.png,p2_d1_11_style.png,p2_d1_11_candidate.png,yes,
p2_d1_12,2,1,truck,car,5360,1202,p2_d1_12_content.png,p2_d1_12_style.png,p2_d1_12_candidate.png,yes,
p2_d1_13,2,1,truck,car,5447,3362,p2_d1_13_content.png,p2_d1_13_style.png,p2_d1_13_candidate.png,yes,
p2_d1_14,2,1,truck,car,5572,6354,p2_d1_14_content.png,p2_d1_14_style.png,p2_d1_14_candidate.png,yes,
p2_d1_15,2,1,truck,car,5284,4913,p2_d1_15_content.png,p2_d1_15_style.png,p2_d1_15_candidate.png,yes,
p2_d1_16,2,1,truck,car,303,5333,p2_d1_16_content.png,p2_d1_16_style.png,p2_d1_16_candidate.png,yes,
p2_d1_17,2,1,truck,car,7380,6692,p2_d1_17_content.png,p2_d1_17_style.png,p2_d1_17_candidate.png,yes,
p2_d1_18,2,1,truck,car,131,6264,p2_d1_18_content.png,p2_d1_18_style.png,p2_d1_18_candidate.png,yes,
p2_d1_19,2,1,truck,car,5915,5183,p2_d1_19_content.png,p2_d1_19_style.png,p2_d1_19_candidate.png,yes,
p2_d1_20,2,1,truck,car,7995,5237,p2_d1_20_content.png,p2_d1_20_style.png,p2_d1_20_candidate.png,yes,
p2_d1_21,2,1,truck,car,3893,4921,p2_d1_21_content.png,p2_d1_21_style.png,p2_d1_21_candidate.png,yes,
p2_d1_22,2,1,truck,car,2011,1586,p2_d1_22_content.png,p2_d1_22_style.png,p2_d1_22_candidate.png,yes,
p2_d1_23,2,1,truck,car,1654,7425,p2_d1_23_content.png,p2_d1_23_style.png,p2_d1_23_candidate.png,yes,
p2_d1_24,2,1,truck,car,1468,4735,p2_d1_24_content.png,p2_d1_24_style.png,p2_d1_24_candidate.png,yes,
p2_d1_25,2,1,truck,car,7266,2082,p2_d1_25_content.png,p2_d1_25_style.png,p2_d1_25_candidate.png,yes,
p2_d1_26,2,1,truck,car,852,1814,p2_d1_26_content.png,p2_d1_26_style.png,p2_d1_26_candidate.png,yes,
p2_d1_27,2,1,truck,car,6931,2502,p2_d1_27_content.png,p2_d1_27_style.png,p2_d1_27_candidate.png,yes,
p2_d1_28,2,1,truck,car,7938,1403,p2_d1_28_content.png,p2_d1_28_style.png,p2_d1_28_candidate.png,yes,
p2_d1_29,2,1,truck,car,4449,3024,p2_d1_29_content.png,p2_d1_29_style.png,p2_d1_29_candidate.png,yes,
p2_d1_30,2,1,truck,car,239,3454,p2_d1_30_content.png,p2_d1_30_style.png,p2_d1_30_candidate.png,yes,
p2_d1_31,2,1,truck,car,1836,5512,p2_d1_31_content.png,p2_d1_31_style.png,p2_d1_31_candidate.png,yes,
p2_d1_32,2,1,truck,car,5851,5756,p2_d1_32_content.png,p2_d1_32_style.png,p2_d1_32_candidate.png,yes,
p2_d1_33,2,1,truck,car,2655,5030,p2_d1_33_content.png,p2_d1_33_style.png,p2_d1_33_candidate.png,yes,
p2_d1_34,2,1,truck,car,4094,1520,p2_d1_34_content.png,p2_d1_34_style.png,p2_d1_34_candidate.png,no,content outline not recognizable
p2_d1_35,2,1,truck,car,1430,2392,p2_d1_35_content.png,p2_d1_35_style.png,p2_d1_35_candidate.png,yes,
p2_d1_36,2,1,truck,car,3996,49,p2_d1_36_content.png,p2_d1_36_style.png,p2_d1_36_candidate.png,yes,
p2_d1_37,2,1,truck,car,1022,981,p2_d1_37_content.png,p2_d1_37_style.png,p2_d1_37_candidate.png,yes,
p2_d1_38,2,1,truck,car,419,6244,p2_d1_38_content.png,p2_d1_38_style.png,p2_d1_38_candidate.png,yes,
p2_d1_39,2,1,truck,car,805,6028,p2_d1_39_content.png,p2_d1_39_style.png,p2_d1_39_candidate.png,yes,
p3_d0_00,3,0,airplane,bird,3455,2690,p3_d0_00_content.png,p3_d0_00_style.png,p3_d0_00_candidate.png,yes,
p3_d0_01,3,0,airplane,bird,5478,5123,p3_d0_01_content.png,p3_d0_01_style.png,p3_d0_01_candidate.png,no,severe artifacts
p3_d0_02,3,0,airplane,bird,4675,2687,p3_d0_02_content.png,p3_d0_02_style.png,p3_d0_02_candidate.png,yes,
p3_d0_03,3,0,airplane,bird,6609,7029,p3_d0_03_content.png,p3_d0_03_style.png,p3_d0_03_candidate.png,yes,
p3_d0_04,3,0,airplane,bird,2888,6836,p3_d0_04_content.png,p3_d0_04_style.png,p3_d0_04_candidate.png,yes,
p3_d0_05,3,0,airplane,bird,4130,7955,p3_d0_05_content.png,p3_d0_05_style.png,p3_d0_05_candidate.png,yes,
p3_d0_06,3,0,airplane,bird,4893,6805,p3_d0_06_content.png,p3_d0_06_style.png,p3_d0_06_candidate.png,yes,
p3_d0_07,3,0,airplane,bird,3,1230,p3_d0_07_content.png,p3_d0_07_style.png,p3_d0_07_candidate.png,no,severe artifacts and content outline not recognizable
p3_d0_08,3,0,airplane,bird,6437,6733,p3_d0_08_content.png,p3_d0_08_style.png,p3_d0_08_candidate.png,yes,
p3_d0_09,3,0,airplane,bird,7373,1090,p3_d0_09_content.png,p3_d0_09_style.png,p3_d0_09_candidate.png,yes,
p3_d0_10,3,0,airplane,bird,4819,4640,p3_d0_10_content.png,p3_d0_10_style.png,p3_d0_10_candidate.png,yes,
p3_d0_11,3,0,airplane,bird,2750,3491,p3_d0_11_content.png,p3_d0_11_style.png,p3_d0_11_candidate.png,yes,
p3_d0_12,3,0,airplane,bird,7309,304,p3_d0_12_content.png,p3_d0_12_style.png,p3_d0_12_candidate.png,no,content outline not recognizable
p3_d0_13,3,0,airplane,bird,1977,6954,p3_d0_13_content.png,p3_d0_13_style.png,p3_d0_13_candidate.png,yes,
p3_d0_14,3,0,airplane,bird,5117,1109,p3_d0_14_content.png,p3_d0_14_style.png,p3_d0_14_candidate.png,yes,
p3_d0_15,3,0,airplane,bird,1389,5488,p3_d0_15_content.png,p3_d0_15_style.png,p3_d0_15_candidate.png,yes,
p3_d0_16,3,0,airplane,bird,6455,3413,p3_d0_16_content.png,p3_d0_16_style.png,p3_d0_16_candidate.png,yes,
p3_d0_17,3,0,airplane,bird,1553,2095,p3_d0_17_content.png,p3_d0_17_style.png,p3_d0_17_candidate.png,yes,
p3_d0_18,3,0,airplane,bird,2024,5560,p3_d0_18_content.png,p3_d0_18_style.png,p3_d0_18_candidate.png,yes,
p3_d0_19,3,0,airplane,bird,7465,198,p3_d0_19_content.png,p3_d0_19_style.png,p3_d0_19_candidate.png,no,severe artifacts
p3_d0_20,3,0,airplane,bird,42,6349,p3_d0_20_content.png,p3_d0_20_style.png,p3_d0_20_candidate.png,yes,
p3_d0_21,3,0,airplane,bird,3437,7033,p3_d0_21_content.png,p3_d0_21_style.png,p3_d0_21_candidate.png,yes,
p3_d0_22,3,0,airplane,bird,6986,1568,p3_d0_22_content.png,p3_d0_22_style.png,p3_d0_22_candidate.png,yes,
p3_d0_23,3,0,airplane,bird,4785,1871,p3_d0_23_content.png,p3_d0_23_style.png,p3_d0_23_candidate.png,yes,
p3_d0_24,3,0,airplane,bird,3347,4298,p3_d0_24_content.png,p3_d0_24_style.png,p3_d0_24_candidate.png,yes,
p3_d0_25,3,0,airplane,bird,4615,2178,p3_d0_25_content.png,p3_d0_25_style.png,p3_d0_25_candidate.png,yes,
p3_d0_26,3,0,airplane,bird,2242,6938,p3_d0_26_content.png,p3_d0_26_style.png,p3_d0_26_candidate.png,yes,
p3_d0_27,3,0,airplane,bird,4539,5092,p3_d0_27_content.png,p3_d0_27_style.png,p3_d0_27_candidate.png,yes,
p3_d0_28,3,0,airplane,bird,1648,1436,p3_d0_28_content.png,p3_d0_28_style.png,p3_d0_28_candidate.png,yes,
p3_d0_29,3,0,airplane,bird,6844,3079,p3_d0_29_content.png,p3_d0_29_style.png,p3_d0_29_candidate.png,no,severe artifacts
p3_d0_30,3,0,airplane,bird,3083,3937,p3_d0_30_content.png,p3_d0_30_style.png,p3_d0_30_candidate.png,no,content outline not recognizable
p3_d0_31,3,0,airplane,bird,3965,7390,p3_d0_31_content.png,p3_d0_31_style.png,p3_d0_31_candidate.png,yes,
p3_d0_32,3,0,airplane,bird,7634,5220,p3_d0_32_content.png,p3_d0_32_style.png,p3_d0_32_candidate.png,yes,
p3_d0_33,3,0,airplane,bird,4617,1986,p3_d0_33_content.png,p3_d0_33_style.png,p3_d0_33_candidate.png,yes,
p3_d0_34,3,0,airplane,bird,5918,116,p3_d0_34_content.png,p3_d0_34_style.png,p3_d0_34_candidate.png,yes,
p3_d0_35,3,0,airplane,bird,81,95,p3_d0_35_content.png,p3_d0_35_style.png,p3_d0_35_candidate.png,yes,
p3_d0_36,3,0,airplane,bird,7262,1993,p3_d0_36_content.png,p3_d0_36_style.png,p3_d0_36_candidate.png,yes,
p3_d0_37,3,0,airplane,bird,5999,2157,p3_d0_37_content.png,p3_d0_37_style.png,p3_d0_37_candidate.png,yes,
p3_d0_38,3,0,airplane,bird,5912,2116,p3_d0_38_content.png,p3_d0_38_style.png,p3_d0_38_candidate.png,yes,
p3_d0_39,3,0,airplane,bird,7009,1852,p3_d0_39_content.png,p3_d0_39_style.png,p3_d0_39_candidate.png,yes,
p3_d1_00,3,1,bird,airplane,3079,7009,p3_d1_00_content.png,p3_d1_00_style.png,p3_d1_00_candidate.png,yes,
p3_d1_01,3,1,bird,airplane,198,7372,p3_d1_01_content.png,p3_d1_01_style.png,p3_d1_01_candidate.png,no,content outline not recognizable
p3_d1_02,3,1,bird,airplane,3550,4819,p3_d1_02_content.png,p3_d1_02_style.png,p3_d1_02_candidate.png,yes,
p3_d1_03,3,1,bird,airplane,4298,5912,p3_d1_03_content.png,p3_d1_03_style.png,p3_d1_03_candidate.png,yes,
p3_d1_04,3,1,bird,airplane,6836,7634,p3_d1_04_content.png,p3_d1_04_style.png,p3_d1_04_candidate.png,no,severe artifacts
p3_d1_05,3,1,bird,airplane,5560,7373,p3_d1_05_content.png,p3_d1_05_style.png,p3_d1_05_candidate.png,no,severe artifacts
p3_d1_06,3,1,bird,airplane,2116,3347,p3_d1_06_content.png,p3_d1_06_style.png,p3_d1_06_candidate.png,yes,
p3_d1_07,3,1,bird,airplane,5256,2750,p3_d1_07_content.png,p3_d1_07_style.png,p3_d1_07_candidate.png,yes,
p3_d1_08,3,1,bird,airplane,1109,3025,p3_d1_08_content.png,p3_d1_08_style.png,p3_d1_08_candidate.png,yes,
p3_d1_09,3,1,bird,airplane,1115,3,p3_d1_09_content.png,p3_d1_09_style.png,p3_d1_09_candidate.png,yes,
p3_d1_10,3,1,bird,airplane,5488,6437,p3_d1_10_content.png,p3_d1_10_style.png,p3_d1_10_candidate.png,yes,
p3_d1_11,3,1,bird,airplane,1230,4893,p3_d1_11_content.png,p3_d1_11_style.png,p3_d1_11_candidate.png,yes,
p3_d1_12,3,1,bird,airplane,1090,4785,p3_d1_12_content.png,p3_d1_12_style.png,p3_d1_12_candidate.png,yes,
p3_d1_13,3,1,bird,airplane,2157,3437,p3_d1_13_content.png,p3_d1_13_style.png,p3_d1_13_candidate.png,yes,
p3_d1_14,3,1,bird,airplane,7033,1977,p3_d1_14_content.png,p3_d1_14_style.png,p3_d1_14_candidate.png,no,content outline not recognizable
p3_d1_15,3,1,bird,airplane,6169,1553,p3_d1_15_content.png,p3_d1_15_style.png,p3_d1_15_candidate.png,no,content outline not recognizable
p3_d1_16,3,1,bird,airplane,5092,5999,p3_d1_16_content.png,p3_d1_16_style.png,p3_d1_16_candidate.png,yes,
p3_d1_17,3,1,bird,airplane,1436,1648,p3_d1_17_content.png,p3_d1_17_style.png,p3_d1_17_candidate.png,yes,
p3_d1_18,3,1,bird,airplane,825,7150,p3_d1_18_content.png,p3_d1_18_style.png,p3_d1_18_candidate.png,yes,
p3_d1_19,3,1,bird,airplane,1852,4130,p3_d1_19_content.png,p3_d1_19_style.png,p3_d1_19_candidate.png,yes,
p3_d1_20,3,1,bird,airplane,116,7465,p3_d1_20_content.png,p3_d1_20_style.png,p3_d1_20_candidate.png,yes,
p3_d1_21,3,1,bird,airplane,5123,3965,p3_d1_21_content.png,p3_d1_21_style.png,p3_d1_21_candidate.png,no,severe artifacts
p3_d1_22,3,1,bird,airplane,6805,7309,p3_d1_22_content.png,p3_d1_22_style.png,p3_d1_22_candidate.png,no,severe artifacts
p3_d1_23,3,1,bird,airplane,2178,484,p3_d1_23_content.png,p3_d1_23_style.png,p3_d1_23_candidate.png,yes,
p3_d1_24,3,1,bird,airplane,6938,4399,p3_d1_24_content.png,p3_d1_24_style.png,p3_d1_24_candidate.png,yes,
p3_d1_25,3,1,bird,airplane,1871,4617,p3_d1_25_content.png,p3_d1_25_style.png,p3_d1_25_candidate.png,yes,
p3_d1_26,3,1,bird,airplane,2070,5117,p3_d1_26_content.png,p3_d1_26_style.png,p3_d1_26_candidate.png,yes,
p3_d1_27,3,1,bird,airplane,6076,6609,p3_d1_27_content.png,p3_d1_27_style.png,p3_d1_27_candidate.png,yes,
p3_d1_28,3,1,bird,airplane,7390,6455,p3_d1_28_content.png,p3_d1_28_style.png,p3_d1_28_candidate.png,yes,
p3_d1_29,3,1,bird,airplane,6733,1596,p3_d1_29_content.png,p3_d1_29_style.png,p3_d1_29_candidate.png,yes,
p3_d1_30,3,1,bird,airplane,6349,7320,p3_d1_30_content.png,p3_d1_30_style.png,p3_d1_30_candidate.png,yes,
p3_d1_31,3,1,bird,airplane,1986,5478,p3_d1_31_content.png,p3_d1_31_style.png,p3_d1_31_candidate.png,yes,
p3_d1_32,3,1,bird,airplane,7029,4615,p3_d1_32_content.png,p3_d1_32_style.png,p3_d1_32_candidate.png,yes,
p3_d1_33,3,1,bird,airplane,3491,1389,p3_d1_33_content.png,p3_d1_33_style.png,p3_d1_33_candidate.png,no,severe artifacts
p3_d1_34,3,1,bird,airplane,2690,3876,p3_d1_34_content.png,p3_d1_34_style.png,p3_d1_34_candidate.png,no,content outline not recognizable
p3_d1_35,3,1,bird,airplane,7202,4675,p3_d1_35_content.png,p3_d1_35_style.png,p3_d1_35_candidate.png,yes,
p3_d1_36,3,1,bird,airplane,6954,81,p3_d1_36_content.png,p3_d1_36_style.png,p3_d1_36_candidate.png,yes,
p3_d1_37,3,1,bird,airplane,1993,1175,p3_d1_37_content.png,p3_d1_37_style.png,p3_d1_37_candidate.png,yes,
p3_d1_38,3,1,bird,airplane,95,6844,p3_d1_38_content.png,p3_d1_38_style.png,p3_d1_38_candidate.png,yes,
p3_d1_39,3,1,bird,airplane,4640,4539,p3_d1_39_content.png,p3_d1_39_style.png,p3_d1_39_candidate.png,no,content outline not recognizable
p4_d0_00,4,0,airplane,ship,6455,2191,p4_d0_00_content.png,p4_d0_00_style.png,p4_d0_00_candidate.png,yes,
p4_d0_01,4,0,airplane,ship,6609,7999,p4_d0_01_content.png,p4_d0_01_style.png,p4_d0_01_candidate.png,yes,
p4_d0_02,4,0,airplane,ship,4893,2745,p4_d0_02_content.png,p4_d0_02_style.png,p4_d0_02_candidate.png,yes,
p4_d0_03,4,0,airplane,ship,3455,739,p4_d0_03_content.png,p4_d0_03_style.png,p4_d0_03_candidate.png,yes,
p4_d0_04,4,0,airplane,ship,4785,2109,p4_d0_04_content.png,p4_d0_04_style.png,p4_d0_04_candidate.png,yes,
p4_d0_05,4,0,airplane,ship,1553,4177,p4_d0_05_content.png,p4_d0_05_style.png,p4_d0_05_candidate.png,yes,
p4_d0_06,4,0,airplane,ship,1977,667,p4_d0_06_content.png,p4_d0_06_style.png,p4_d0_06_candidate.png,yes,
p4_d0_07,4,0,airplane,ship,42,4990,p4_d0_07_content.png,p4_d0_07_style.png,p4_d0_07_candidate.png,yes,
p4_d0_08,4,0,airplane,ship,3876,4069,p4_d0_08_content.png,p4_d0_08_style.png,p4_d0_08_candidate.png,yes,
p4_d0_09,4,0,airplane,ship,4399,7460,p4_d0_09_content.png,p4_d0_09_style.png,p4_d0_09_candidate.png,yes,
p4_d0_10,4,0,airplane,ship,5478,151,p4_d0_10_content.png,p4_d0_10_style.png,p4_d0_10_candidate.png,yes,
p4_d0_11,4,0,airplane,ship,2888,5525,p4_d0_11_content.png,p4_d0_11_style.png,p4_d0_11_candidate.png,yes,
p4_d0_12,4,0,airplane,ship,81,3157,p4_d0_12_content.png,p4_d0_12_style.png,p4_d0_12_candidate.png,yes,
p4_d0_13,4,0,airplane,ship,1389,6434,p4_d0_13_content.png,p4_d0_13_style.png,p4_d0_13_candidate.png,yes,
p4_d0_14,4,0,airplane,ship,7465,2230,p4_d0_14_content.png,p4_d0_14_style.png,p4_d0_14_candidate.png,no,severe artifacts
p4_d0_15,4,0,airplane,ship,3965,2340,p4_d0_15_content.png,p4_d0_15_style.png,p4_d0_15_candidate.png,yes,
p4_d0_16,4,0,airplane,ship,6437,4311,p4_d0_16_content.png,p4_d0_16_style.png,p4_d0_16_candidate.png,yes,
p4_d0_17,4,0,airplane,ship,7009,194,p4_d0_17_content.png,p4_d0_17_style.png,p4_d0_17_candidate.png,yes,
p4_d0_18,4,0,airplane,ship,3437,5451,p4_d0_18_content.png,p4_d0_18_style.png,p4_d0_18_candidate.png,yes,
p4_d0_19,4,0,airplane,ship,7320,4552,p4_d0_19_content.png,p4_d0_19_style.png,p4_d0_19_candidate.png,no,content outline not recognizable
p4_d0_20,4,0,airplane,ship,7373,2844,p4_d0_20_content.png,p4_d0_20_style.png,p4_d0_20_candidate.png,yes,
p4_d0_21,4,0,airplane,ship,4130,3412,p4_d0_21_content.png,p4_d0_21_style.png,p4_d0_21_candidate.png,yes,
p4_d0_22,4,0,airplane,ship,7262,7138,p4_d0_22_content.png,p4_d0_22_style.png,p4_d0_22_candidate.png,yes,
p4_d0_23,4,0,airplane,ship,4617,7446,p4_d0_23_content.png,p4_d0_23_style.png,p4_d0_23_candidate.png,yes,
p4_d0_24,4,0,airplane,ship,3025,4676,p4_d0_24_content.png,p4_d0_24_style.png,p4_d0_24_candidate.png,yes,
p4_d0_25,4,0,airplane,ship,3347,1640,p4_d0_25_content.png,p4_d0_25_style.png,p4_d0_25_candidate.png,yes,
p4_d0_26,4,0,airplane,ship,7372,3015,p4_d0_26_content.png,p4_d0_26_style.png,p4_d0_26_candidate.png,yes,
p4_d0_27,4,0,airplane,ship,6986,3905,p4_d0_27_content.png,p4_d0_27_style.png,p4_d0_27_candidate.png,yes,
p4_d0_28,4,0,airplane,ship,3083,2342,p4_d0_28_content.png,p4_d0_28_style.png,p4_d0_28_candidate.png,yes,
p4_d0_29,4,0,airplane,ship,4819,5694,p4_d0_29_content.png,p4_d0_29_style.png,p4_d0_29_candidate.png,yes,
p4_d0_30,4,0,airplane,ship,7634,716,p4_d0_30_content.png,p4_d0_30_style.png,p4_d0_30_candidate.png,yes,
p4_d0_31,4,0,airplane,ship,5912,4242,p4_d0_31_content.png,p4_d0_31_style.png,p4_d0_31_candidate.png,yes,
p4_d0_32,4,0,airplane,ship,5999,7818,p4_d0_32_content.png,p4_d0_32_style.png,p4_d0_32_candidate.png,yes,
p4_d0_33,4,0,airplane,ship,5117,7875,p4_d0_33_content.png,p4_d0_33_style.png,p4_d0_33_candidate.png,yes,
p4_d0_34,4,0,airplane,ship,562,1783,p4_d0_34_content.png,p4_d0_34_style.png,p4_d0_34_candidate.png,yes,
p4_d0_35,4,0,airplane,ship,1596,1833,p4_d0_35_content.png,p4_d0_35_style.png,p4_d0_35_candidate.png,yes,
p4_d0_36,4,0,airplane,ship,6844,4662,p4_d0_36_content.png,p4_d0_36_style.png,p4_d0_36_candidate.png,yes,
p4_d0_37,4,0,airplane,ship,3,1247,p4_d0_37_content.png,p4_d0_37_style.png,p4_d0_37_candidate.png,no,content outline not recognizable
p4_d0_38,4,0,airplane,ship,1175,4170,p4_d0_38_content.png,p4_d0_38_style.png,p4_d0_38_candidate.png,yes,
p4_d0_39,4,0,airplane,ship,2024,7810,p4_d0_39_content.png,p4_d0_39_style.png,p4_d0_39_candidate.png,yes,
p4_d1_00,4,1,ship,airplane,4177,7009,p4_d1_00_content.png,p4_d1_00_style.png,p4_d1_00_candidate.png,yes,
p4_d1_01,4,1,ship,airplane,2745,3347,p4_d1_01_content.png,p4_d1_01_style.png,p4_d1_01_candidate.png,yes,
p4_d1_02,4,1,ship,airplane,5694,6986,p4_d1_02_content.png,p4_d1_02_style.png,p4_d1_02_candidate.png,yes,
p4_d1_03,4,1,ship,airplane,962,7309,p4_d1_03_content.png,p4_d1_03_style.png,p4_d1_03_candidate.png,yes,
p4_d1_04,4,1,ship,airplane,4170,3455,p4_d1_04_content.png,p4_d1_04_style.png,p4_d1_04_candidate.png,yes,
p4_d1_05,4,1,ship,airplane,3905,4615,p4_d1_05_content.png,p4_d1_05_style.png,p4_d1_05_candidate.png,yes,
p4_d1_06,4,1,ship,airplane,7460,7373,p4_d1_06_content.png,p4_d1_06_style.png,p4_d1_06_candidate.png,yes,
p4_d1_07,4,1,ship,airplane,3157,6609,p4_d1_07_content.png,p4_d1_07_style.png,p4_d1_07_candidate.png,yes,
p4_d1_08,4,1,ship,airplane,5451,1175,p4_d1_08_content.png,p4_d1_08_style.png,p4_d1_08_candidate.png,yes,
p4_d1_09,4,1,ship,airplane,4242,4399,p4_d1_09_content.png,p4_d1_09_style.png,p4_d1_09_candidate.png,yes,
p4_d1_10,4,1,ship,airplane,716,562,p4_d1_10_content.png,p4_d1_10_style.png,p4_d1_10_candidate.png,yes,
p4_d1_11,4,1,ship,airplane,2844,5478,p4_d1_11_content.png,p4_d1_11_style.png,p4_d1_11_candidate.png,yes,
p4_d1_12,4,1,ship,airplane,5705,7372,p4_d1_12_content.png,p4_d1_12_style.png,p4_d1_12_candidate.png,yes,
p4_d1_13,4,1,ship,airplane,1954,1648,p4_d1_13_content.png,p4_d1_13_style.png,p4_d1_13_candidate.png,yes,
p4_d1_14,4,1,ship,airplane,739,6455,p4_d1_14_content.png,p4_d1_14_style.png,p4_d1_14_candidate.png,yes,
p4_d1_15,4,1,ship,airplane,2230,7262,p4_d1_15_content.png,p4_d1_15_style.png,p4_d1_15_candidate.png,yes,
p4_d1_16,4,1,ship,airplane,7999,7634,p4_d1_16_content.png,p4_d1_16_style.png,p4_d1_16_candidate.png,yes,
p4_d1_17,4,1,ship,airplane,3015,1553,p4_d1_17_content.png,p4_d1_17_style.png,p4_d1_17_candidate.png,yes,
p4_d1_18,4,1,ship,airplane,1640,3025,p4_d1_18_content.png,p4_d1_18_style.png,p4_d1_18_candidate.png,yes,
p4_d1_19,4,1,ship,airplane,7818,4675,p4_d1_19_content.png,p4_d1_19_style.png,p4_d1_19_candidate.png,yes,
p4_d1_20,4,1,ship,airplane,3412,3083,p4_d1_20_content.png,p4_d1_20_style.png,p4_d1_20_candidate.png,yes,
p4_d1_21,4,1,ship,airplane,4662,484,p4_d1_21_content.png,p4_d1_21_style.png,p4_d1_21_candidate.png,yes,
p4_d1_22,4,1,ship,airplane,2109,7320,p4_d1_22_content.png,p4_d1_22_style.png,p4_d1_22_candidate.png,yes,
p4_d1_23,4,1,ship,airplane,7138,2024,p4_d1_23_content.png,p4_d1_23_style.png,p4_d1_23_candidate.png,yes,
p4_d1_24,4,1,ship,airplane,7476,4785,p4_d1_24_content.png,p4_d1_24_style.png,p4_d1_24_candidate.png,yes,
p4_d1_25,4,1,ship,airplane,3948,5912,p4_d1_25_content.png,p4_d1_25_style.png,p4_d1_25_candidate.png,yes,
p4_d1_26,4,1,ship,airplane,1833,3965,p4_d1_26_content.png,p4_d1_26_style.png,p4_d1_26_candidate.png,yes,
p4_d1_27,4,1,ship,airplane,151,6844,p4_d1_27_content.png,p4_d1_27_style.png,p4_d1_27_candidate.png,yes,
p4_d1_28,4,1,ship,airplane,706,5117,p4_d1_28_content.png,p4_d1_28_style.png,p4_d1_28_candidate.png,yes,
p4_d1_29,4,1,ship,airplane,2342,2242,p4_d1_29_content.png,p4_d1_29_style.png,p4_d1_29_candidate.png,yes,
p4_d1_30,4,1,ship,airplane,4676,7150,p4_d1_30_content.png,p4_d1_30_style.png,p4_d1_30_candidate.png,yes,
p4_d1_31,4,1,ship,airplane,4355,2888,p4_d1_31_content.png,p4_d1_31_style.png,p4_d1_31_candidate.png,yes,
p4_d1_32,4,1,ship,airplane,2191,42,p4_d1_32_content.png,p4_d1_32_style.png,p4_d1_32_candidate.png,no,content outline not recognizable
p4_d1_33,4,1,ship,airplane,4552,4819,p4_d1_33_content.png,p4_d1_33_style.png,p4_d1_33_candidate.png,yes,
p4_d1_34,4,1,ship,airplane,194,6437,p4_d1_34_content.png,p4_d1_34_style.png,p4_d1_34_candidate.png,no,content outline not recognizable
p4_d1_35,4,1,ship,airplane,7875,4617,p4_d1_35_content.png,p4_d1_35_style.png,p4_d1_35_candidate.png,yes,
p4_d1_36,4,1,ship,airplane,4990,1977,p4_d1_36_content.png,p4_d1_36_style.png,p4_d1_36_candidate.png,no,severe artifacts and content outline not recognizable
p4_d1_37,4,1,ship,airplane,2340,1596,p4_d1_37_content.png,p4_d1_37_style.png,p4_d1_37_candidate.png,yes,
p4_d1_38,4,1,ship,airplane,667,3876,p4_d1_38_content.png,p4_d1_38_style.png,p4_d1_38_candidate.png,yes,
p4_d1_39,4,1,ship,airplane,7446,7465,p4_d1_39_content.png,p4_d1_39_style.png,p4_d1_39_candidate.png,yes,
